id,label_mean,text
521509955933704193,6,mexico's president is the racist sending the mountain people to us ever seen a tall white skinned mexican jumping the fence
870001324154277888,6,more proof : multiculturalism is a codeword for ethnic cleansing of native whites .
823385208992964608,4,mostly white clinics are called pregnancy clinics . in other neighborhoods  clinics are called abortion clinics .
908443974297423873,6,my opinion is amnesty will be the end of white america . and the god emperor himself will have killed it .
935311034486685696,5,my world orbits around whites  as it should . laughable moment though .
761188443669934080,6,new york times paul krugman gloats over demise of white america via
329763559494021120,4,no it is a hate crime except that we acknowledge it and u white wash the evil islam is
939993092937023488,6,no she is asking covertly for antifa to show up to polling stations & intimidate whitey . the white supremacy straw man is a front .
281120650368778241,4,not generally . in some states  1/2 of black people live on foodstamps . if that suddenly came to an end  it would be madness #nra
917566481776435201,5,now their consumed with wildfire maybe the illegals will help put it out .
754076372763631616,6,obama would rather call christians bigots and cops racist before he calls muslims terrorists !
902332410112737281,6,oh white liberals call me a white supremacist simply because i support trump and conservatism . the black democrats are upset because you
692920535718739968,4,ot god says jews r my chosen allah says last days trees cry muslim a jew is hiding behind me come kill him ?
521317118277472256,5,pl . rt and trend permanently #giveupislam
884912424737964033,2,pretty sure he might be in the closet ! ! come on out buddy !
908068914940215296,6,pro-antifa = anti white : a new meme .
643596404032688129,6,purging americas white male heroes via
894295176851705857,5,radical white supremacy is the way forward .
643916824690692097,6,real racist are black full of hypocrisy
932363485685649408,6,really ? but  its okay that your statement propagandizes white people ? you accused white supremacists of creating laws that will harm all of black society.doesnt that assume congress is primarily a bunch of white supremacists ? you would never think such racist thoughts
842389604066066433,2,recruiting for jihad in a place of worship ? shocking !
578327775947280384,6,report : illegals eligible for $ 1.3 trillion in retirement benefits ? ! via #noamnesty #immigration
440536562879983616,5,robert spencer in pj lifestyle : 5 ways the islamic war on free speech advanced last week
412667718177800192,5,santa claus is white and belongs to white people ! #nationalsocialism #nationalism
924037674847129600,6,so there is a pro-white and anti-white side . i choose pro .
10406287456,2,somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...
404682166048530433,6,stop the white genocide in south africa ! ( video ) via #flegs #tweetni
715308966360776704,6,sweden : arab immigrant beats indigenous boy because of his blue eyes | read more : via
617462959971831808,5,terrorism's goal is to change your attitudes & behaviors on : islam  stars-n-bars  white race  christians  & conservatives .
877372392921640961,5,thank god there are still strong white men like that don't #cuck like the #altlight #newright
285575340439515136,3,the african dream is a chance to move to america or europe to live under white privilege / civilization
937555833076019200,5,the albino asians are alt-right .
727910805191196672,2,the only problem has with the kkk is that they are white :
916657517379440640,6,the only race the media disparages is the white race . they would never say this about any other race  therefore they are anti-white .
797835824091910145,6,the revenge of rural white america via
642235475651072000,5,the saudi's are funding mosque buildings all over the world - britain is being overrun with them .
374921968991993856,5,the white #workingclass built this nation : #news #wpww #whitepride
279048259991896064,6,the white genocide continues : white race now minority in london via
835723171437363200,5,the white race has blessed the world with modern tech  medicine  constitutional govts and the bible .
946387815704793088,6,their moral code only applies to white people . whether they know it or not they are anti-white . they somehow don't notice their own double standard .
717113465517674497,4,these people should find it hateful and offensive to behead & honor kill . not you exposing those who behead & honor kill .
858753008745820165,6,these rallies are just a spectacle to make pro whites look like crackpots . seriously  you a shill / agent provocateur ?
816882646529835008,6,they are implicit in this and won't even acknowledge it for what it is : an anti-white hate crime
287194813948907521,4,they hate america because we are the antithesis of islam ..
896880667094659072,6,they only exist in your head . you all are actively calling for violence against non whites .
913918170687209473,6,this boomer became an active white racist in 1968  wallace campaign  nsrp and finally nswpp  now new order so -
847915683149209600,4,this is why people have to come all the way from south china to teach africans how to mine in their own countries
901834287007363072,4,this whole antifa is run by jews is more of the same white su
799553700935176192,5,trump adviser says he will ban muslim brotherhood and its offshoots cair  isna via
646743683182821376,6,via : pressure on obama grows to declare war against christians a genocide #tcot
450268392667115521,5,waffen-ss reenactor t-shirt from the white resister | read more : via
418195018370007040,6,we hate white people #liberalismin4words
910162248257146881,5,we should validate the left's comments of america's white nationalist history and offer them praise .
711714418392997888,5,we're going to have to raise the white consciousness of the #morcucks .
912297694558687233,4,welfare fraud proves jews benefit from white privilege the forward
937152742404919296,6,weren't * u people are really something . u think everything happens in a vacuum when whites have been under attack for a long time .
356272514093166595,4,what about all the blacks that kill other blacks on a daily basis ? shouldn't you be outraged over that ?
932760557178052608,6,what abt white slavery and child traffiking ...
900762506163093504,5,what is wrong with cook ? all of human history is war and conquest . white people are simply th
897246561717166081,4,where ? show me examples of white on white crime in republican controlled cities that resemble chicago  baltimore and detroit ? ?
742812054210236416,6,where's balanced immigration ? we gonna allow male isis invasion europe is having ? ! america won't be the liberal bastion of freedom anymore .
925478269004238848,4,while the left portrays conservatives as terrorists who mow down people in trucks  islamic terrorists are actually doing that .
704242314353377281,5,white america it's election time get blunt racist a minute 2 cubans ! or trump . we had a mormon
315192592637759488,6,white civilization is in decline . #wakeup #whitepeople
782785470526738432,5,white lion rising
924318401622953984,5,white lives matter business card looks most excellent and worth ordering from the new order in milwaukee wi . usa
939500035074592769,5,white men can sleep with other races but should marry within their own race . white women should remain virgins until their wedding night and should only be with white men .
931175573522665472,6,white people are the only people hate crime laws are suppose to apply to . any hate crime committed by any other race likely had jewish victims . only way for them to make the list .
918248351488978944,5,white people built great societies where no non-whites were involved . europe was 100 % white for millennia . white nationalism works .
924711719070584834,4,white people don't burn down cities when they demonstrate . you're thinking of blm .
797109528840011777,5,white power
217840729790234624,5,white power ! 88
867858243393122304,6,white south africans trapped like frogs in boiling water as anti-white racial violence escalates #swrm #antiwhite
888893975431712768,4,whites are safe from black violence when segregation is the rule of law . si
762175742201499648,5,why #religionofpeace kill muslims ...
915333905145774080,6,why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites ?
808614513620750336,3,would a white ethnic state make degeneracy a citizen test for admission ?
882985160299466754,6,yes  honestly non white immigration is a threat to destroy the west b / c it will forever change the culture and way of life westerners enjoy .
901913247758000130,2,you better get right back on that liberal plantation or you are a traitor to your race . kidding . gawd  i hate these lefties .
926987909533786114,6,you can't be pro white and pro jew  jews will hate you . but you can be pro jew and anti white and jews will adore you !
537435583506046976,4,you hate like a jew . you are fixated on hating white christians like a jew .
923610020293492736,3,you sound like a lefty . trash is trash  even if they're white . we're not all equal .
897514247453847552,1,you're the kinda of slave mind white nationalist need . next they hang you .
636698169502404608,6,you're the one saying white lives don't matter . that actually makes you the racist
917817816719527936,6,your attacks on true fascism are anti-white  hunter .
834580415222472704,6,your can spend more time in jail for hate speach if your are a white swede than for rape if your a muslim invader .
251329540004147200,4,your civility in your posts is inspiring . geller is racist ? what race is jihad terror agnst innocent civilians ?
831530223355113475,4,"  "" an imam is demanding the extermination of the jews "" "" ( via vladtepes ) the jew hate is mainstream islamic ... """
662001054209437697,5,"  "" defeat "" "" is the wrong word to use . the bible / quran to some extent is the means to stand up to the jews . """
891330875408953344,6,"  "" pseudo-intellectualism "" "" . can you refute a single point from one of their speeches ? also  anti-racist is a code word for anti-white . """
728709455651573760,5,"  "" we're white  alt right  get used to it ! "" "" #redicelive """
919625345485164544,6," 1 . ) semantics . i'll change my wording to  "" whites lost power "" "" 2 . ) why is constantinople called istanbul now ? 3 . ) this is literally just a lie """
371082316052852736,5," : estonian politician :  "" i don't want blacks in estonia ; this is a white country "" "" """
900185889711763457,2," also  using a lower case  "" white "" "" might make you look less white surpremacycy . <-- is that even right ? """
347876233557704704,4," an author of many anti-white books : who organizes the  "" white privilege conference "" "" ? a #jew  of course . ; """
655665627919708160,5," anyhow  the bottom line is that we r all  "" soldiers "" "" on the internet  fight for white rights & white freedom . """
912670475628580864,4," deadly syllables > mc / mc-cas-kill : loon who enjoys her  "" love pat for the day from the tsa ; ; kill : ill-egals thrive & kill in cities """
912318204755636224,3," depends who is doing the  "" colonizing . "" "" many nations in africa flourished under european colonization . """
778889851491934208,0," flashback : gov . mark dayton tells  "" deplorables "" "" to "" "" find another state "" "" via #cuckservative #terrorism """
581456531096387585,6," how to spot a  "" racist "" "" #whitegenocide """
844731207187247104,6," i've been telling people  "" overwhelming diversity can / will undermine social cohesion "" "" """
891391953899724800,6," is goal 1 / trying to ignore race  or 2 / trying to disempower the  "" white privilege "" "" class 3 / cultural marxism ? ? ? """
901466415890391042,4," jews hate christians even more than  "" just "" "" white people  so i know i'm doing something right by claimin """
780036664336982016,4," more  "" white "" "" guilt - thanks jews ! #whiteprivilege #corruptmedia #trump #moors #ottomans #slavery """
518503345611624448,4," most jews i know look  act & think rather  "" white "" "" """
210315033488531456,6," rt  "" : stop the white genocide in south africa ! ( video ) via "" "" """
571095948404731904,4," rt : how do you reconcile your view with the koran commanding  "" kill the """
901162469992808448,6," rt antiwhites expose their hatred of white kids after seeing this picture . white child =  "" white supremacy "" "" """
721197230674337792,6," rt every few years  the left invents a new - ism or - phobia  and it is adopted as  "" morality "" "" by #truconservatives """
591385777050812416,4," rt jewish money flooding presidential campaign . lindsey graham jokes he will have  "" all-jewish cabinet . "" "" """
710185094359752705,4," rt moinuddin chisti  the sufi  "" saint "" "" poisoned the lake in ajmer  to bring hindus down to their knees & "" "" embrace "" "" islam """
731857646945501185,6," rt new insight from nro writer who thinks white working class communities  "" deserve to die "" "" : """
771086965504479232,2," rt nuance and objectivity ? sounds like you're  "" enabling white supremacy "" "" mr . weigel . try hysteria and distortion . """
760098609916473344,4," rt quran commands warimam in britain says war is comingliberals demand more muslimsdemocrats are the  "" stupid party "" "" """
650708493016522752,4," screaming  "" hate "" "" when people make basic factual statements about jews and their influence isn't effective """
497134797475840000,6," tea party is  "" a bunch of white crackers "" "" #waronwhites """
896245326302064641,6," they also said  "" white lives matter "" "" . only anti-white bigots could oppose these messages . """
702491867204616192,4," this has always been the jews ' downfall throughout history . they not only go too far  but they say ' yeah  we're doing it  "" """
836107962439458818,6," try thinking of some of our ideas & replace jews do .. w  "" "" white males "" "" shouldn't & think .. """
942945741345054721,6," will  quick question : if a black guy decapitates a white guy bc the color of his race will your headline say a )  "" reparations "" "" or b ) "" "" we need to do more to listen the oppressed communities "" "" ? """
124238294216228864,5,#christmas party for white unity in #southcarolina ! all normal white people and families invited !
515732873937047552,5,#drought in #california is not caused by #toomanypeople . pr14 : 34 says sin is the problem . #repentnpray for rain
874354158282911744,6,#hannahcornelius - why not come home to #europe  whites will never be welcome in #southafrica
822771566048116738,6,#hatecrime if whites did that to #blacklivesmatterfederal govt would spend millions $ investigating via #doj &
910207293626732545,6,#whitegenocide = white revolution is the only solution #standupwhiteman #14words
829884345653587968,6,& are anti-white racists . fomenting violence against white americans .
804704444747317248,4,. he himself said he has suspicions of maajid being an islamic supremacist .. were u not listening ?
818563865831243777,2,. hung black men are a symbol of white supremacy too  can we get rid of them as well ?
868062584720826369,0,. on #periscope : the cuckturians assaulting white nationalists : the latest
803620739333009408,4,. why ? muslims can't be white ? what race is the jihad massacre of innocent civilians again ? i keep forgetting .
923009794088341504,5,... up to you . but if you really think that you or your children will live to see an ' all white ' america  you will be sadly disappointed .
694178221567381504,4,15 year old white danish girl blinded by african muslims in racially motivated hate crime d more : via
692938696178454528,4,15 yo white danish girl blinded by african muslims in racially motivated hate crime | read more : via
669630922468294656,4,20 invader centers burned in germany #whitegenocide #merkelmussweg #refugeeswelcome #trump
822048013740900352,4,4396 white murderers  5375 black murderers . all the while blacks are 13 % of the country's population .
926083001221599234,3,60 % of america is white which also includes jews and terrorists
842167289231237120,4,7 / in a thousand years  european monarchs didn't assert the power of our federal judges to privilege aliens and redefine marriage
923937489403990017,6,: #whitegenocide means a future with no more white children in formerly white countries .
430530550353240064,4,: 9 year old white boy commits suicide after being tormented for months by racist arabs disgusting ! ! !
925760034750980096,3,: have you not noticed that normal americans ( whites ) are turning off the news in droves ? nfl ratings  hollywoo
462711520447979520,6,: more proof : diversity is a codeword for ethnic cleansing of white people
463340177511809024,6,: no country for minority white children : racist attacks by violent non-whites rising in america
389000590422196224,6,: white genocide as business : starbucks promoting race mixing for white women ( video )
112357279608750080,6,: whites are unfortunately the least #racist people ... margaret mutu says she can't be racist  because she is not white ...
451527707374125056,4,: you jihad enablers are so filled with hate  it oozes out of your
210817107502436352,4,: zuckerberg's dream : the anti-white racist social network via
835651612911812608,6,a future for white kids .
927294374333075456,5,a non white pretending to care about a white ethnostate for sake of argument !
730205104544980993,5,about time white people of the midwest . rise and join us .
333934954595635200,5,afrikaners establish exclusive all-white community in orania  south africa via
918375368033226752,6,ah can't have criticism of black people at any price ?
907377493962842112,0,all goals should be discussed.small and big.baked cucked ! he fears being called racist over white rig
913589627482705920,3,all the ideas conservatives proclaim to love - are white ideas . but yet they abhor anything white .
893828981870534661,5,all whites must unite and stand strong  it's about time . get off your knees white man and white woman ! !
934161202355286017,4,also  what makes mn illegals special is that they hate you and hate america . but you insist on paying for them .
887510262567362560,6,also we want people to integrante and for white people to not become a persecuted minority  because wha
802199892311633920,4,alternate title : dead jew generates monetary gains for living jew
918947790432210945,5,altrighters are already moving there . without legislation to force integration  all white / black areas are inevitable .
672862921764941824,6,america cannot be a country that is for white interests with non-whites here . logical
915727626173591552,5,america was founded by white people  you do realize that  right ?
902962429990187008,3,and let's in only rich white immigrants  keeping out the undesirable  non-white poor which is its ultimate goal .
912094380646739968,6,and on the same day a bunch of over paid black athletes protest whitey's oppression . white guilt is rea
660368339403825152,4,anonymous hackers or the jewnited states government ? makes me wonder ! #mossad #talmud #usury #frauds #opkkk #jews
623300092003504129,4,another muslim in the white house
395336381230096385,4,anti-racist activist raped by non-white illegal immigrant after attending anti-racism festival va
695662587598520320,4,anti-racist activist raped by non-white immigrant after attending anti-racism festival read more : via
915681345480904705,6,arguing with white ignorant who thinks white mass murderer can not be terrorist is just waste of time .
811054786950922240,4,because the media is part of the group who r weaponizing radical islam 2 kill western culture ( white christians )
900904026941927424,4,because they hate us ? because they can't have one ? because black is beautiful  tan is grand  but white is the color of the big boss man ?
833334121191596033,3,black atheist republican - explains why he now believes the white race is intellectually superior .
820436191636025345,5,black vs white crime  larry elder
671768170454253568,4,blacks are 49 times more likely to assault a white than a white is to assault a black . whites need to separate to protect their families
836481415503982592,4,blacks have the best party time in white countries - welfare fattened  selling their culture  impregnating white women !
873571611437301760,4,but islamic cultures want to kill the jews too ...
924789302181224448,6,can't get it at the ballot box as long as non whites can vote and outvote us . other means will be needed 4 that !
871352898575376387,0,cuck island : eyewitnesses report that armed police ran away from moslem terrorists via
907544100307582976,5,dear germans  vote for to save fatherland from barbarians and british occupation . swear in the name of fuhrer
932357125208182786,6,detroit : the death of white civilisation #swrm via
156408923883184128,6,don't go to #atlanta article and commentary about the dying white race . victims of slow #genocide
893044557625135104,6,europe is being flooded with africas and muslims atm by globalists supported by european antifa . you are what you hate so much
658246724293554176,6,europe is in a state of silent  undeclared war against its own indigenous #whitepeople . wake up white people !
672874832061726720,6,even europe has sold out interests of white people  i feel bad because white people have contributed to science & modernity
239504239007776769,5,even when the criminals are white their black
613083517115760640,4,evening read : deportable alien with priors kills cyclist during tragic dui in kentucky
813466374223765504,6,fake news media says trump supporters are racist with no proof  yet no outrage over liberal communist professors calling for white genocide !
877261514847133696,6,for #worldrefugeeday how about we help the white south africans and save them from the brutality they've been enduring for years now ?
645092364277706753,0,for cucks sake ! #cuckservative #nrorevolt #goyible
405079000835710976,4,freeloading on white taxpayers . rt : the kenyan ( cont )
886336942526259200,6,from wide-eyed liberal to race realist - american renaissance via thanks
889665834729320449,4,gay is normal to sick liberals trans gay marriage all normal we're attacked by evil muslims that want to kill all of us & to liberals
856492182022352896,5,good for them . i hope this wakes more white people up .
878427488975822848,5,good to know that is 100 percent #altright . #hailloomer !
938133914903658496,6,google it the founder is an ex-felon and the org is for whites only . be sure to bring your ancestry dna test to the meeting
807523090259267585,4,happen in america ... unless a majority of white people are muslims we dont have anything to fear
903047800476377089,4,hate group ? u want 2 know hate read quran  the hand book of hate
551234212984934400,4,he wasn't a black thug killed by a white cop so no news here !
893728468000747520,6,head of cambridge university equality group says all white people are racist #swrm #racist #black
900491882584723456,6,here we see the marxist use his divide and conquer method . he's trying to dis-unify whites . easier to prey on whites that way .
939534450320445440,6,hold on  i got an even better one > 14 words my man . we got to secure the existence of our people and a future for white children > just not with those people . they're fat  low class . we're a better sort of racist than white trash > who are we ? a bunch of boomers ?
886833165054222337,5,homosexuality  gun grabbing  and fake nationalism is not cool .
891354443144454145,6,how dare explicitly pro-white folks think they have the right of assembly ! anti-racist is a code word for #antiwhite .
902646486122602496,6,huffpo is just plain old anti-white & pro white genocide . #whitegenocide
835532705651621889,6,i am already national socialist and we need to rebuild our movement against zionism in the world .. to free the white race !
864333850096279556,5,i am part of white america
932362495288778752,5,i am sure he hasnt just another lie on the road to the white house to destroy america . if they came here illigslly they need to leave now that is fair to americansnn
938149734631591938,5,i know i'm white  will look out for the other whites  will do what i can to help . i produced 2 white children that will soon reproduce more white children .
611194864970145793,5,i more and more think is right . black and white can't live together . we should just find some way peacefully to separate .
913483100226699264,5,i take pro-white perspective . thats where the battle lines are now drawn . you guys wanna re
853291278578184192,4,i then remember that my retort was that jewish power and control was our biggest issue.guess who was right ?
454082550751719424,5,if you want to get better join the aryan race
289334364695842816,6,in this leftwing  white hating world  telling the truth is no defence apparently  maybe they are right .
282834793413087232,6,in your opinion they're racists . you just say that because they're white . anti-racist = a code word 4 anti-white .
361709084484960256,4,is ramzan a month in which muslims won't kill and kill all other months ? ? hilarious ! !
644771821175246848,4,islamists recruit refugees arriving in germany security agency #syrianrefugees #germany #islamicstate
769447277182214144,6,it are the two hangmen of the white people .
916738030484025345,6,it may seem unbelievable to whites in america  but there is an anti-white plan underway to replace them . look locally ; its everywhere .
860246285487677440,5,it took 160 years  but only now is the conquest of the south being finalized .
937752545035874304,6,it's amazing how whites advocating for their own people offends others so much . they can't help but reveal their anti-white racism when confronted with the fact that the white race has the right to exist .
900799554299334657,6,it's okay they can call him a black white supremacist . so it does get blamed on white people !
458478973715222528,6,it's the white man's fault #saysomethingliberalin4words
825273227056328704,6,it's true ! we didn't invigorate the working white class  just every other class and race haha
889279322749509632,2,jackin it to the statue of david to uhhh save the white race
838073052919365632,4,jews aren't white .
846106158624485376,4,jews never could fool me ~ i've been exposing jewish deceptions what not in cyberspace
288500333137768449,4,jobs black people hate :
898643213879099392,5,john pelham : wyoming  the white zion #swrm via
894543539077496835,5,larpers take heed : #unitetheright is the only way to wake up from our multicultural nightmare via
839900115947163649,6,libertarianism has become an ideology that appeals only to white men who hate white men .
769075573368971268,5,lie . do you trust msm and hrc ? alt-right is all races / groups  pro-america  exposes liars .
632312958173884416,4,liverpool jews very unhappy about upcoming white man march via
919743541873491969,5,majority of american citizens want the wall  and immigration laws enforced . it's been said again and again . let trump keep his promise .
488378526781812737,3,minorities as minions for white liberals via
432212426382000128,6,more proof : diversity is a code word for white genocide | read more : via
671712966656454657,4,moscow bans george soros funds as threat to security via #withjewswelose
630034290194124800,0,muh traditionalism includes going to gay weddings #cuckservative
553329200401117185,6,murdering thugs were black he is white so no news or hate crime here . such godless hypocrisy !
928173858242420736,4,muslims won't be a majority in 2050  but not in much else .
596359936038178816,4,new black panther leader : kill white babies by bombing nurseries #wr
873439495978455040,5,new plans for rebuilding prora  the large hitler-era vacation resort #swrm via
893075340125503488,6,no  i'm white so that makes me racist . it makes you an uncle tom ! just ask any libdemtard !
786586553246109696,6,no one cares if the white race disappears off the face of the earth  so why should we care about anybody ?
718502966848786434,4,non-white candidate for london mayor : there are too many white men | read more :
670339981999775744,5,nowhere is it explained why xenophobia and white self preservation are anything other than positives for america
903844031041593344,0,oh yeah while some alt-right cuck says ' staahpp  we supp
927345437148721152,5,omg the royals have been brainwashed . happened once they denied their christian beliefs . every person ever alive can fit into tx w / space
770706271808913408,6,only a cesspool for the white folks for whom equality means white genocide .
672500270199369728,4,only in america can a muslim bonnie and clyde terrorist team kill and the white man gets blamed for it .
891725653237784576,5,orban : hungary is a refuge for white europeans via
287003213343887360,4,over 50 % of black people pay nothing in federal income taxes . the rest pay almost nothing in income taxes .
769560038700642304,4,part of your white heritage is being ruled by jews  that not part of asian heritage .
909311859228123137,2,people should move to more diverse continents like africa ( 98 % black ) . they are so much better with human rights !
501152231954317312,5,protest obama at the white house in washington d . c . brainwashing white people and controlling us on how to live
471443472709611520,6,putin discusses the impending genocide of the white race
294763811704033280,4,racist attacks on white dutch people by mobs of muslim immigrants continue .. via < anger rising #14w
698117966630678528,4,racist black thugs shoot white baby in the face for the fun of it | read more : via
916884210790449152,6,russia is the new boogieman because they are financial threat pulling petrodollars away . immigration and white hate will be end of west .
896357243205148677,5,same tired anti-white rhetoric.some of our people have been so brain washed into denigrating their own race .
901290043465240576,2,see your point but she wasn't killed by a white policeman so bye laquesha . we have the statues and have to attack dolly parton too white .
699806024400633856,5,serbian parliament gives jews $ 1 million per year for holocaust restitution #withjewswelose
671401429706383360,5,shri is hindu minded and he will take right action  some in bjp are useless no doubt .
284843499948490752,5,slavery made barbados the most successful black country . colonialism made south africa the most successful in africa
715674679151894529,2,so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .
941330614476828672,5,some thoughts : 1 ) here is the issue : as pro-white activists  we need to be serving the average white person more directly . there needs to be a volunteer organization with the sole intent of helping white people in economic problems . think of it like a salvation army for whites
426027151121719296,4,spencer ! are you being racist again ? and not at a race ? how do you do it ? jihad = peace .
807640409296039937,6,start breeding or else white genocide accelerates in france : 1 in 3 newborns are non-white via
725450524494041090,5,such #racism goy  there is only ( ( ( shared human heritage ) ) ) rt : uc merced  ca . its it's habbening .
855242103231827968,5,that will happen . the alt-right nationalist vibe is strong . and growing stronger . soldier on to victory .
685312744736841729,4,the end of a myth : most new serial killers in america are not white males | more : via
826643881156452352,5,the last stand of implicit white identity .
940702529612140545,5,the united states is the single biggest threat to the white race  in north america and abroad  that exists today . being a white nationalist and an american nationalist are mutually exclusive . death to america !
601941228712693760,4,the united states of america as we know it was created by white people . historically  immigration was primarily from europe
265937465238507520,4,then what do you want ? i want to be able to live on the south side ... but black crime dissuades that . #chicago
854757731290501120,4,then you pay for illegals free services too . fair enough ?
911752233447858176,4,there are muslims who do not want to see sharia or jihad against the infidel in ameri
913875049765097475,4,there people cost us  the tax payer  $ 130 million a yr mininum . this will open wider the border !
832467453133230081,6,they are not the future . ( ( ( paul krugman ) ) ) gloats over demise of white america
637359725395361793,4,they are the only racial group that are still cannibals even people just related like many islanders eat people
928335400749367299,6,they owe us . not  we owe them . amnesty legislation should include : not on govt.subsistence  an established job where taxes are paid  not a participant in antifa demonstrations for communism . speak english .
638593089423192064,4,they realized that it is easier to co-exist with the white super race and live off their wealth ! ! !
880129299612938245,6,thins stuff has to stop  if you're truly serious about stopping anti white hate crime join #whitehonor #betawards #venezuela
927388454299639810,4,this is antifa . zog will take anyone to fight for greater israel
855071356056203264,4,tim wise is not white  he is jewish .
280473534332039168,3,time to start a serious discussion on disarming black people and reviving insane asylums .
910207308679962625,4,two articles in the this month called for removal of white history.both were written by jews and
930230338332364800,6,unarmed white woman killed by police  where was her white privilege ?
760247043982057472,4,video : muslim speaker in canada calls for full implementation of islam  says migrant influx helps build caliphate
851220183247147009,6,wait until trump allows increases in syrian refugees due to war . bill will consider it an even greater moment of leadership .
922585904388206592,6,was this meant to highlight white liberals ironic distaste for being anywhere near nonwhites ? or was it about the horrific white birthrate ?
805822493286166528,5,we need to start enforce our laws . removing illegals and getting control of our visa's .
686929301099397120,6,well  there's nothing more stupid than a white anti-white .
845077303948402688,0,well  there's your prob.you ' ve mistaken ordinary white americans for filthy white trash.most can distinguish the difference .
251445001211486208,3,what race is jihad mass murder again ? #savage you are true racist scum of the lowest gutter .
921870752428756993,3,what will happen when they lose all white money ? they would be living in mudhuts with no white money ! all bs talk cause they need white cash
946436301355737088,6,what you fail to understand is whites are a global minority . our countries are the ones being invaded  we are the ones being replaced . we have nowhere to go once these brown hordes turn our country into a complete dump .
923665848274948096,5,what's good for the white race is what matters ! this event is good for our race regardless of nervous nellies !
671789818754547712,6,when white children not trained to defend against non-white conquering hordes  its really about #whitegenocide
755121831070359552,3,white europeans are a great race and are recognized as being great around the world
519633469819719680,6,white genocide accelerates in england : white british pupils will be outnumbered by 2037 #waronwhites
703986245672677376,3,white identity politics does lift everyone . white race has been greatest good on the planet  race-wise .
375095434709958656,6,white men increasingly less welcome world-wide including our slaughter . stop buying from companies that hate you .
879045162277666818,5,white power brothers
630743023589179392,6,white ppl are already a minority in the world ..
722940559736721409,5,white presidents only .
868566738648084485,6,white south africans trapped like frogs in boiling water anti-white racial violence escalates #swrm #whitegenocide
940277058944483328,6,white supremacist society ? where ? whites are the most oppressed group in the us . #noguilt
892997760609398784,2,who called u a racist ? let me @ em . u know i'm called a racist everyday.they don't see that i despise his white half also . luv ya my friend
833486787859333120,4,who is behind mass third world immigration in sweden ?
924408486179495936,6,why do you hate white people ?
760634344884932608,6,why haven't you done anything to hillary for supporting blm . you guys are very stupid . hillary doing everything that is against u
463100840451264513,4,why i don't care for the jews :
925134278811357184,5,will in the first step to action . but you're right  strong action will be necessary to save europe for the white race .
922549336470204416,2,wow you guys put up more posters ! truly a major victory for the white race
735083741681356801,4,ws irony.ur really an idiot porkistop burning hindus christian alive in pakistan
884799947500998657,4,you can't be a jew and on the alt right . the alt right is woke to the jq
778212973307318272,4,you cannot be pro white and still advocate for open borders and flooding white lands with lazy bludgers
941803514832887809,5,you live in kirkland  wa . a white suburb of a white city in a white state . your own parishioners would never live there were it 75 % black  rather than 1.8 % . you decry segregation while living in a town priced so high that you're protected from ever worrying about black neighbors .
930649286412505088,1,youre a very ignorant black person . i guess youll be happy when trump personally call you an n word
544230099198181376,4,zionists want multi cultural europe and jewish only israel : via
844322142388924416,5,zoe why are the muslims not being deported ?
402869904153378816,4,zuckerberg's dream : the anti-white racist social network via the jew behind this rt
332133179098030082,6,"  "" : "" "" : david duke : the racial murder and rape of white women in america via "" "" """
529868025575395329,5,"  "" : kkk alive and well white brother hood unite ku klux klan "" "" if it aint white it aint right """
847670773225476097,5,"  "" we must secure the existence of our race and a future for white children "" "" """
382541123824001025,6," : new video : discusses  "" white privilege  "" "" the new frontier of white guilt : #privilege #tcot """
370480874740916224,5," estonian pm :  "" i don't want blacks in estonia ; this is a white country "" "" via """
651330661832220672,6," european  "" refugee "" "" crisis worsens #wakeupamerica #whitelivesmatter """
938107706405253126,6," founded  "" for ourselves and our posterity . "" "" the idiotic idea that being christian means being for open borders is very new and only used to attack and undermine white countries . """
890339560575705090,6," instead of  "" hate the rich ! "" "" it's "" "" hate white men ! "" "" """
831151766402068480,6," rt  "" leftist "" "" hate isn't really about trumphe's only a symbol ; for healthy white identitywar over whether whites are allowed to self advocate """
802704492907020288,5," rt  "" we have the highest number of illegal aliens in custody in history ... "" "" #mexico #buildthewall #invasion #wpww """
286786202424729601,4," rt : #myjihad iranian jew murdered  investigators tell suspect :  "" if you were involved in killing a jew  you did a good deed ... """
871153932705435649,4," rt : eyewitness tells bbc terrorist ran at people with knife shouting  "" this is for allah "" "" . #londonbridge """
694986130979168256,6," rt a  "" true conservative "" "" believes israel ought to stay jewish  but calls you a "" "" racist "" "" for saying america ought to stay white """
931951541996703746,6," rt and i will point it out here  when u call white people  "" white supremacist "" "" just cause they disagree with you . it's like me calling you the "" "" n "" "" word . with no proof """
901257064785342465,6," rt for whatever reason  the  "" race in your face "" "" left is rabid ant-white . the white libs are the worst . explain that . professors / media / $ oros ? """
742462864410214402,5," rt must read :  "" illegal alien "" "" : the proper terminology """
891587321866342400,4," rt the life of the prophet is valid as a law for every muslim  how many thousands of innocents did he slaughtered during his  "" holy "" "" life ? """
537732717161349120,5," rt uk convert to #islam  "" i can't love my mum because she's not muslim "" "" #islamophobia #tcot #antimuslim """
